City-State,Population,Population Density
ARCHBALD-PA,7087.0,298.0
ARCHBOLD-OH,6933.0,101.0
ARCHER CITY-TX,2035.0,11.0
ARCHER-FL,7732.0,85.0
ARCHER-IA,282.0,10.0
ARCHER-NE,180.0,5.0
ARCHIE-MO,2271.0,38.0
ARCO-ID,1644.0,3.0
ARCO-MN,238.0,7.0
ARCOLA-IL,4463.0,43.0
ARCOLA-MO,206.0,9.0
ARCOLA-MS,531.0,17.0
ARCTIC VILLAGE-AK,152.0,13.0
ARDARA-PA,387.0,393.0
ARDEN-NC,18821.0,571.0
ARDENVOIR-WA,71.0,14.0
ARDMORE-AL,5146.0,190.0
ARDMORE-OK,34927.0,106.0
ARDMORE-PA,12519.0,6447.0
ARDMORE-TN,2811.0,49.0
ARDSLEY ON HUDSON-NY,108.0,7266.0
ARDSLEY-NY,5487.0,2588.0
AREDALE-IA,168.0,11.0
ARENA-WI,1947.0,35.0
ARENAS VALLEY-NM,1343.0,115.0
ARENZVILLE-IL,1067.0,14.0
ARGENTA-IL,2661.0,34.0
ARGILLITE-KY,1852.0,37.0
ARGONIA-KS,827.0,8.0
ARGONNE-WI,1216.0,4.0
ARGOS-IN,3856.0,55.0
ARGUSVILLE-ND,854.0,9.0
ARGYLE-GA,120.0,135.0
ARGYLE-IA,594.0,16.0
ARGYLE-MN,1022.0,5.0
ARGYLE-MO,414.0,22.0
ARGYLE-NY,3528.0,70.0
ARGYLE-TX,18419.0,386.0
ARGYLE-WI,2084.0,23.0
ARIEL-WA,1017.0,9.0
ARIMO-ID,671.0,6.0
ARION-IA,233.0,12.0
ARISTES-PA,331.0,74.0
ARITON-AL,2770.0,23.0
ARIVACA-AZ,698.0,6.0
ARIZONA CITY-AZ,10677.0,402.0
ARJAY-KY,1239.0,33.0
ARKADELPHIA-AR,15637.0,40.0
ARKANSAS CITY-AR,405.0,12.0
ARKANSAS CITY-KS,16535.0,107.0
ARKANSAW-WI,1373.0,22.0
ARKDALE-WI,1826.0,25.0
ARKOMA-OK,1992.0,169.0
ARKPORT-NY,3076.0,45.0
ARKVILLE-NY,823.0,19.0
ARLEE-MT,2377.0,10.0
ARLEY-AL,3597.0,54.0
ARLINGTON HEIGHTS-IL,79890.0,4517.0
ARLINGTON-AL,472.0,15.0
ARLINGTON-AZ,752.0,2.0
ARLINGTON-GA,2110.0,17.0
ARLINGTON-IA,885.0,12.0
ARLINGTON-IL,474.0,14.0
ARLINGTON-IN,970.0,35.0
ARLINGTON-KS,765.0,9.0
ARLINGTON-KY,1505.0,26.0
ARLINGTON-MA,42844.0,8258.5
ARLINGTON-MN,3227.0,42.0
ARLINGTON-NE,2150.0,30.0
ARLINGTON-OH,2620.0,73.0
ARLINGTON-OR,851.0,2.0
ARLINGTON-SD,2062.0,9.0
ARLINGTON-TN,38927.0,334.0
ARLINGTON-TX,370281.0,3895.5833333333335
ARLINGTON-VA,207410.0,10217.444444444445
ARLINGTON-VT,3408.0,37.0
ARLINGTON-WA,40815.0,128.0
ARLINGTON-WI,1351.0,38.0
ARMA-KS,1939.0,89.0
ARMADA-MI,5379.0,147.0
ARMAGH-PA,922.0,118.0
ARMINGTON-IL,613.0,17.0
ARMONA-CA,4143.0,5342.0
ARMONK-NY,7987.0,491.0
ARMOUR-SD,1128.0,6.0
ARMSTRONG CREEK-WI,418.0,6.0
ARMSTRONG-IA,1452.0,13.0
ARMSTRONG-IL,375.0,14.0
ARMSTRONG-MO,703.0,10.0
ARMUCHEE-GA,2294.0,38.0
ARNAUDVILLE-LA,9780.0,103.0
ARNEGARD-ND,313.0,1.0
ARNETT-OK,929.0,2.0
ARNETT-WV,604.0,115.0
ARNOLD-CA,4612.0,16.0
ARNOLD-KS,63.0,2.0
ARNOLD-MD,21317.0,2184.0
ARNOLD-MI,36.0,3.0
ARNOLD-MO,35439.0,1629.0
ARNOLD-NE,931.0,3.0
ARNOLDS PARK-IA,1140.0,682.0
ARNOLDSBURG-WV,1200.0,26.0
ARNOLDSVILLE-GA,1440.0,54.0
ARNOT-PA,332.0,38.0
ARODA-VA,874.0,68.0
AROMA PARK-IL,538.0,1073.0
AROMAS-CA,3918.0,216.0
ARONA-PA,367.0,833.0
ARP-TX,3937.0,84.0
ARPIN-WI,2392.0,36.0
ARREY-NM,829.0,6.0
ARRIBA-CO,327.0,1.0
ARRINGTON-TN,1855.0,75.0
ARRINGTON-VA,1993.0,39.0
ARROW ROCK-MO,56.0,420.0
ARROWSMITH-IL,549.0,11.0
ARROYO GRANDE-CA,28413.0,152.0
ARROYO HONDO-NM,1007.0,30.0
ARROYO SECO-NM,1345.0,77.0
ART-TX,125.0,2.0
ARTEMAS-PA,368.0,15.0
ARTEMUS-KY,681.0,79.0
ARTESIA-CA,16591.0,10178.0
ARTESIA-MS,312.0,115.0
ARTESIA-NM,17217.0,13.0
ARTESIAN-SD,734.0,3.0
ARTHUR CITY-TX,1118.0,14.0
ARTHUR-IA,394.0,10.0
ARTHUR-IL,4860.0,77.0
ARTHUR-ND,427.0,7.0
ARTHUR-NE,400.0,1.0
ARTHURDALE-WV,778.0,374.0
ARTIE-WV,210.0,19.0
ARVADA-CO,122111.0,3104.6
ARVADA-WY,216.0,0.0
ARVERNE-NY,18540.0,18566.0
ARVILLA-ND,367.0,5.0
ARVIN-CA,20938.0,98.0
ARVONIA-VA,851.0,22.0
ARY-KY,380.0,73.0
ASBURY PARK-NJ,39158.0,3297.0
ASBURY-MO,731.0,10.0
ASBURY-NJ,4067.0,170.0
ASBURY-WV,558.0,33.0
ASH FLAT-AR,2856.0,30.0
ASH FORK-AZ,1885.0,2.0
ASH GROVE-MO,3746.0,44.0
ASH-NC,3886.0,28.0
ASHAWAY-RI,2607.0,258.0
ASHBURN-GA,6474.0,34.0
ASHBURN-VA,82396.0,2230.0
ASHBURNHAM-MA,6089.0,165.0
ASHBY-MA,3074.0,130.0
ASHBY-MN,1185.0,22.0
ASHBY-NE,239.0,0.0
ASHCAMP-KY,976.0,74.0
ASHDOWN-AR,8925.0,35.0
ASHEBORO-NC,54324.0,556.0
ASHER-OK,1252.0,16.0
ASHERTON-TX,1219.0,12.0
ASHEVILLE-NC,120389.0,1234.0
ASHFIELD-MA,1506.0,45.0
ASHFIELD-PA,131.0,77.0
ASHFORD-AL,6187.0,80.0
ASHFORD-CT,4454.0,112.0
ASHFORD-WA,759.0,2.0
ASHFORD-WV,1153.0,40.0
ASHKUM-IL,1372.0,21.0
ASHLAND CITY-TN,17184.0,112.0
ASHLAND-AL,5103.0,35.0
ASHLAND-IL,1915.0,21.0
ASHLAND-KS,1117.0,3.0
ASHLAND-KY,40470.0,1183.5
ASHLAND-MA,16593.0,1346.0
ASHLAND-ME,1670.0,4.0
ASHLAND-MO,5704.0,94.0
ASHLAND-MS,2894.0,22.0
ASHLAND-MT,1160.0,2.0
ASHLAND-NE,4284.0,35.0
ASHLAND-NH,2076.0,189.0
ASHLAND-NY,173.0,51.0
ASHLAND-OH,32345.0,211.0
ASHLAND-OR,24469.0,79.0
ASHLAND-PA,7676.0,203.0
ASHLAND-VA,15227.0,226.0
ASHLAND-WI,11810.0,45.0
ASHLEY FALLS-MA,829.0,251.0
ASHLEY-IL,1457.0,19.0
ASHLEY-IN,1583.0,80.0
ASHLEY-MI,1676.0,26.0
ASHLEY-ND,1150.0,3.0
ASHLEY-OH,2917.0,86.0
ASHMORE-IL,1344.0,26.0
ASHTABULA-OH,33421.0,462.0
ASHTON-IA,875.0,14.0
ASHTON-ID,2539.0,6.0
ASHTON-IL,1759.0,25.0
ASHTON-MD,1875.0,488.0
ASHTON-NE,386.0,4.0
ASHTON-SD,291.0,2.0
ASHTON-WV,729.0,48.0
ASHUELOT-NH,395.0,101.0
ASHVILLE-AL,7319.0,64.0
ASHVILLE-NY,3540.0,73.0
ASHVILLE-OH,10697.0,128.0
ASHVILLE-PA,1535.0,60.0
ASHWOOD-OR,61.0,0.0
ASKOV-MN,1128.0,20.0
ASOTIN-WA,1875.0,7.0
ASPEN-CO,9921.0,23.0
ASPERMONT-TX,1350.0,2.0
ASPERS-PA,3059.0,126.0
ASSARIA-KS,1146.0,19.0
ASSONET-MA,4125.0,246.0
ASSUMPTION-IL,1669.0,22.0
ASTATULA-FL,2500.0,141.0
ASTON-PA,21206.0,2357.0
ASTOR-FL,2565.0,41.0
ASTORIA-IL,1921.0,25.0
ASTORIA-NY,148476.0,41158.0
ASTORIA-OR,16859.0,113.0
ASTORIA-SD,485.0,7.0
ATALISSA-IA,861.0,21.0
ATASCADERO-CA,31375.0,525.0
ATASCOSA-TX,8255.0,199.0
ATCHISON-KS,13755.0,77.0
ATCO-NJ,12350.0,990.0
ATGLEN-PA,3066.0,235.0
ATHELSTANE-WI,1051.0,5.0
ATHENA-OR,1302.0,24.0
ATHENS-AL,53253.0,201.66666666666666
ATHENS-GA,111907.0,900.5
ATHENS-IL,3872.0,59.0
ATHENS-LA,989.0,16.0
ATHENS-ME,1048.0,18.0
ATHENS-MI,2285.0,71.0
ATHENS-NY,3010.0,225.0
ATHENS-OH,34122.0,230.0
ATHENS-PA,6162.0,134.0
ATHENS-TN,25461.0,171.0
ATHENS-TX,24239.0,77.0
ATHENS-WI,5406.0,28.0
ATHENS-WV,2063.0,233.0
ATHERTON-CA,7089.0,1364.0
ATHOL-ID,6150.0,41.0
ATHOL-KS,157.0,2.0
ATHOL-MA,13263.0,249.0
ATHOL-NY,627.0,9.0
ATKA-AK,61.0,7.0
ATKINS-AR,6765.0,57.0
ATKINS-IA,2303.0,81.0
ATKINS-VA,1977.0,49.0
ATKINSON-IL,1391.0,27.0
ATKINSON-NC,1521.0,27.0
ATKINSON-NE,2212.0,4.0
ATKINSON-NH,6753.0,606.0
ATLANTA-GA,894308.0,3880.3611111111113
ATLANTA-ID,41.0,0.0
ATLANTA-IL,2321.0,36.0
ATLANTA-IN,2161.0,46.0
ATLANTA-KS,556.0,5.0
ATLANTA-LA,797.0,8.0
ATLANTA-MI,3618.0,16.0
ATLANTA-MO,868.0,9.0
ATLANTA-NE,131.0,82.0
ATLANTA-NY,591.0,175.0
ATLANTA-TX,11007.0,67.0
ATLANTIC BEACH-FL,23673.0,2323.0
ATLANTIC BEACH-NC,2896.0,503.0
ATLANTIC BEACH-NY,2653.0,3150.0
ATLANTIC CITY-NJ,39554.0,3715.0
ATLANTIC HIGHLANDS-NJ,8574.0,1740.0
ATLANTIC MINE-MI,2005.0,34.0
ATLANTIC-IA,8494.0,51.0
ATLANTIC-NC,694.0,85.0
ATLANTIC-PA,1409.0,50.0
ATLANTIC-VA,741.0,104.0
ATLASBURG-PA,351.0,1120.0
ATMORE-AL,18355.0,56.0
ATOKA-OK,10112.0,24.0
ATOKA-TN,9866.0,374.0
ATOMIC CITY-ID,26.0,333.0
ATQASUK-AK,237.0,0.0
ATTALLA-AL,12416.0,119.0
ATTAPULGUS-GA,1686.0,33.0
ATTICA-IN,6321.0,43.0
ATTICA-KS,856.0,6.0
ATTICA-MI,5682.0,114.0
ATTICA-NY,9822.0,147.0
ATTICA-OH,2381.0,33.0
ATTLEBORO FALLS-MA,1973.0,2187.0
ATTLEBORO-MA,43593.0,1626.0
ATWATER-CA,37073.0,595.0
ATWATER-MN,2339.0,24.0
ATWATER-OH,6917.0,126.0
ATWOOD-CO,349.0,10.0
ATWOOD-IL,1684.0,40.0
ATWOOD-IN,115.0,2047.0
ATWOOD-KS,1612.0,4.0
ATWOOD-OK,387.0,10.0
ATWOOD-TN,1849.0,47.0
AU GRES-MI,3238.0,74.0
AU SABLE FORKS-NY,1998.0,22.0
AU TRAIN-MI,627.0,14.0
AUBERRY-CA,3862.0,27.0
AUBREY-AR,135.0,132.0
AUBREY-TX,22141.0,279.0
AUBURN HILLS-MI,20298.0,1174.0
AUBURN-AL,55272.0,322.0
AUBURN-CA,45353.0,534.0
AUBURN-GA,14402.0,541.0
AUBURN-IA,676.0,12.0
AUBURN-IL,5748.0,113.0
AUBURN-IN,18630.0,216.0
AUBURN-KS,2955.0,69.0
AUBURN-KY,5407.0,46.0
AUBURN-MA,16075.0,1040.0
AUBURN-ME,23045.0,389.0
AUBURN-MI,6554.0,171.0
AUBURN-NE,4389.0,31.0
AUBURN-NH,4953.0,197.0
AUBURN-NY,39506.0,329.0
AUBURN-PA,4783.0,157.0
AUBURN-WA,103374.0,2344.0
AUBURN-WV,320.0,13.0
AUBURN-WY,519.0,5.0
AUBURNDALE-FL,28874.0,928.0
AUBURNDALE-MA,8096.0,4521.0
AUBURNDALE-WI,2181.0,30.0
AUBURNTOWN-TN,793.0,29.0
AUDUBON-IA,3325.0,17.0
AUDUBON-MN,1878.0,29.0
AUDUBON-NJ,9874.0,6011.0
AUGUSTA-AR,2603.0,14.0
AUGUSTA-GA,192942.0,1854.5
AUGUSTA-IL,860.0,17.0
AUGUSTA-KS,13890.0,133.0
AUGUSTA-KY,2510.0,56.0
AUGUSTA-ME,26086.0,223.0
AUGUSTA-MI,3339.0,108.0
AUGUSTA-MO,1292.0,24.0
AUGUSTA-MT,666.0,1.0
AUGUSTA-NJ,887.0,134.0
AUGUSTA-OH,234.0,112.0
AUGUSTA-WI,4016.0,28.0
AUGUSTA-WV,5663.0,59.0
AULANDER-NC,3992.0,36.0
AULT-CO,2791.0,16.0
AULTMAN-PA,294.0,224.0
AUMSVILLE-OR,6614.0,213.0
AURELIA-IA,1491.0,16.0
AURORA-CO,388969.0,3681.9
AURORA-IA,481.0,10.0
AURORA-IL,206095.0,4214.0
AURORA-IN,10422.0,143.0
AURORA-KS,179.0,3.0
AURORA-ME,176.0,1.0
AURORA-MN,3299.0,28.0
AURORA-MO,12136.0,76.0
AURORA-NC,2331.0,17.0
AURORA-NE,5475.0,30.0
AURORA-NY,1914.0,68.0
AURORA-OH,19561.0,646.0
AURORA-OR,5623.0,131.0
AURORA-SD,863.0,15.0
AURORA-UT,1151.0,71.0
AURORA-WV,1077.0,19.0
AUSTELL-GA,44541.0,1788.5
AUSTERLITZ-NY,435.0,22.0
AUSTIN-AR,6708.0,153.0
AUSTIN-CO,1655.0,72.0
AUSTIN-IN,7255.0,181.0
AUSTIN-KY,840.0,36.0
AUSTIN-MN,28483.0,151.0
AUSTIN-NV,550.0,0.0
AUSTIN-PA,1392.0,5.0
AUSTIN-TX,939499.0,2803.139534883721
AUSTINBURG-OH,1667.0,87.0
AUSTINVILLE-VA,2401.0,64.0
AUSTWELL-TX,197.0,2.0
AUTAUGAVILLE-AL,1975.0,21.0
AUTRYVILLE-NC,4627.0,58.0
AUXIER-KY,819.0,228.0
AUXVASSE-MO,3334.0,27.0
AVA-IL,2164.0,23.0
AVA-MO,9403.0,22.0
AVA-NY,1153.0,33.0
AVALON-CA,4090.0,55.0
AVALON-NJ,1444.0,232.0
AVALON-TX,242.0,48.0
AVALON-WI,354.0,19.0
AVANT-OK,367.0,61.0
AVELLA-PA,3579.0,48.0
AVENAL-CA,15529.0,260.0
AVENEL-NJ,16305.0,4311.0
AVENUE-MD,1120.0,113.0
AVERA-GA,741.0,13.0
AVERILL PARK-NY,7930.0,178.0
AVERILL-VT,20.0,1.0
AVERY-CA,429.0,38.0
AVERY-ID,68.0,0.0
AVERY-TX,1806.0,11.0
AVILA BEACH-CA,1261.0,479.0
AVILLA-IN,4679.0,107.0
AVILLA-MO,125.0,639.0
AVINGER-TX,2588.0,29.0
AVIS-PA,1604.0,2171.0
AVISTON-IL,2526.0,119.0
AVOCA-IA,2036.0,24.0
AVOCA-MI,4007.0,56.0
AVOCA-MN,361.0,8.0
AVOCA-NE,515.0,13.0
AVOCA-NY,2552.0,46.0
AVOCA-TX,175.0,2.0
AVOCA-WI,1125.0,18.0
AVON BY THE SEA-NJ,1901.0,4459.0
AVON LAKE-OH,22581.0,2029.0
AVON PARK-FL,24942.0,198.0
AVON-CO,10450.0,279.0
AVON-CT,18385.0,784.0
AVON-IL,1747.0,16.0
AVON-IN,31754.0,1036.0
AVON-MA,4356.0,1015.0
AVON-MN,5120.0,72.0
AVON-MT,213.0,1.0
AVON-NC,777.0,98.0
AVON-NY,7142.0,182.0
AVON-OH,21193.0,1019.0
AVON-SD,987.0,8.0
AVONDALE ESTATES-GA,5861.0,3456.0
AVONDALE-AZ,74817.0,2890.0
AVONDALE-CO,1560.0,4.0
AVONDALE-PA,8584.0,682.0
AVONDALE-WV,599.0,38.0
AVONMORE-PA,2634.0,95.0
AWENDAW-SC,2737.0,25.0
AXIS-AL,1481.0,69.0
AXSON-GA,1273.0,16.0
AXTELL-KS,757.0,8.0
AXTELL-NE,1180.0,12.0
AXTELL-TX,2231.0,35.0
AXTELL-UT,240.0,33.0
AXTON-VA,6797.0,63.0
AYDEN-NC,10346.0,114.0
AYDLETT-NC,747.0,96.0
AYER-MA,7089.0,839.0
AYLETT-VA,6279.0,81.0
AYNOR-SC,5146.0,84.0
AYR-ND,119.0,2.0
AYR-NE,474.0,8.0
AYRSHIRE-IA,279.0,8.0
AZALEA-OR,759.0,6.0
AZLE-TX,27270.0,413.0
AZTEC-NM,17603.0,65.0
AZUSA-CA,59705.0,353.0
BABB-MT,460.0,2.0
BABBITT-MN,1825.0,30.0
BABCOCK-WI,191.0,6.0
BABSON PARK-FL,3036.0,100.0
BABYLON-NY,14498.0,1588.0
BACKUS-MN,2372.0,15.0
BACLIFF-TX,8673.0,3158.0
BACONTON-GA,2896.0,36.0
BACOVA-VA,131.0,50.0
BAD AXE-MI,7551.0,55.0
BADEN-PA,9450.0,601.0
BADGER-CA,222.0,5.0
BADGER-IA,719.0,29.0
BADGER-MN,1157.0,6.0
BADGER-SD,75.0,18.0
BADIN-NC,1121.0,392.0
BAGDAD-AZ,2219.0,8.0
BAGDAD-KY,1902.0,45.0
BAGGS-WY,717.0,3.0
BAGLEY-IA,584.0,11.0
BAGLEY-MN,4639.0,15.0
BAGLEY-WI,878.0,15.0
BAGWELL-TX,778.0,5.0
BAHAMA-NC,3471.0,95.0
BAILEY ISLAND-ME,330.0,286.0
BAILEY-CO,8042.0,58.0
BAILEY-MI,1129.0,75.0
BAILEY-MS,1828.0,42.0
BAILEY-NC,6629.0,133.0
BAILEY-TX,305.0,217.0
BAILEYS HARBOR-WI,1240.0,30.0
BAILEYTON-AL,2117.0,71.0
BAILEYVILLE-IL,534.0,20.0
BAILEYVILLE-KS,530.0,8.0
BAILEYVILLE-ME,2376.0,18.0
BAINBRIDGE ISLAND-WA,23025.0,834.0
BAINBRIDGE-GA,22176.0,73.5
BAINBRIDGE-IN,1928.0,46.0
BAINBRIDGE-NY,5216.0,57.0
BAINBRIDGE-OH,5303.0,47.0
BAINBRIDGE-PA,2464.0,249.0
BAINVILLE-MT,373.0,1.0
BAIRD-TX,2787.0,7.0
BAIRDFORD-PA,240.0,975.0
BAIROIL-WY,106.0,70.0
BAISDEN-WV,1004.0,73.0
BAKER CITY-OR,12382.0,16.0
BAKER-CA,763.0,5.0
BAKER-FL,5296.0,24.0
BAKER-LA,19803.0,575.0
BAKER-MT,2498.0,3.0
BAKER-NV,235.0,1.0
BAKER-WV,1118.0,15.0
BAKERS MILLS-NY,127.0,74.0
BAKERSFIELD-CA,520197.0,2481.3636363636365
BAKERSFIELD-MO,778.0,22.0
BAKERSFIELD-VT,958.0,30.0
BAKERSTOWN-PA,323.0,972.0
BAKERSVILLE-NC,6715.0,53.0
BALA CYNWYD-PA,9416.0,3407.0
BALATON-MN,1366.0,11.0
BALCH SPRINGS-TX,23031.0,3007.0
BALD KNOB-AR,6577.0,48.0
BALDWIN CITY-KS,7459.0,70.0
BALDWIN PARK-CA,76571.0,5699.0
BALDWIN PLACE-NY,851.0,1304.0
BALDWIN-GA,3186.0,107.0
BALDWIN-IA,383.0,10.0
BALDWIN-IL,807.0,29.0
BALDWIN-LA,2545.0,494.0
BALDWIN-MD,4653.0,308.0
BALDWIN-MI,4328.0,33.0
BALDWIN-ND,658.0,4.0
BALDWIN-NY,33048.0,7782.0
BALDWIN-WI,6278.0,83.0
BALDWINSVILLE-NY,31637.0,465.0
BALDWINVILLE-MA,3336.0,348.0
BALDWYN-MS,7832.0,57.0
BALFOUR-ND,155.0,1.0
BALKO-OK,510.0,2.0
BALL GROUND-GA,12908.0,119.0
BALL-LA,5592.0,382.0
BALLANTINE-MT,926.0,14.0
BALLARD-WV,1677.0,38.0
BALLICO-CA,912.0,23.0
BALLINGER-TX,4869.0,16.0
BALLSTON LAKE-NY,14740.0,500.0
BALLSTON SPA-NY,31192.0,415.0
BALLWIN-MO,92608.0,2550.0
BALLY-PA,1142.0,764.0
BALMORHEA-TX,721.0,2.0
BALSAM GROVE-NC,754.0,15.0
BALSAM LAKE-WI,2512.0,55.0
BALSAM-NC,94.0,9.0
BALTIC-CT,3282.0,179.0
BALTIC-OH,3851.0,121.0
BALTIC-SD,1879.0,39.0
BALTIMORE-MD,628484.0,9102.65
BALTIMORE-OH,8147.0,142.0
BAMBERG-SC,6989.0,50.0
BANCROFT-IA,1051.0,14.0
BANCROFT-ID,843.0,3.0
BANCROFT-MI,2492.0,77.0
BANCROFT-NE,885.0,11.0
BANCROFT-WI,1326.0,17.0
BANCROFT-WV,800.0,2006.0
BANDERA-TX,8689.0,38.0
BANDON-OR,6953.0,52.0
BANDY-VA,962.0,19.0
BANGOR-CA,578.0,39.0
BANGOR-ME,44899.0,448.0
BANGOR-MI,5508.0,93.0
BANGOR-PA,17802.0,296.0
BANGOR-WI,2947.0,36.0
BANGS-TX,2945.0,26.0
BANKS-AL,1522.0,11.0
BANKS-AR,673.0,5.0
BANKS-OR,4550.0,97.0
BANKSTON-AL,1021.0,18.0
BANNER ELK-NC,6249.0,95.0
BANNER-KY,1498.0,115.0
BANNER-MS,396.0,13.0
BANNER-WY,618.0,4.0
BANNING-CA,31638.0,255.0
BANNISTER-MI,916.0,33.0
BANNOCK-OH,144.0,1093.0
BANQUETE-TX,632.0,636.0
BANTAM-CT,1446.0,194.0
BANTRY-ND,35.0,1.0
BAPCHULE-AZ,2178.0,30.0
BAR HARBOR-ME,5222.0,124.0
BARABOO-WI,19881.0,151.0
BARAGA-MI,3292.0,32.0
BARATARIA-LA,1227.0,280.0
BARBEAU-MI,409.0,11.0
BARBERTON-OH,41248.0,1178.0
BARBOURSVILLE-VA,5035.0,100.0
BARBOURSVILLE-WV,12661.0,255.0
BARBOURVILLE-KY,11132.0,90.0
BARCLAY-MD,583.0,32.0
BARCO-NC,833.0,41.0
BARD-NM,82.0,0.0
BARDOLPH-IL,235.0,267.0
BARDSTOWN-KY,28245.0,196.0
BARDWELL-KY,2422.0,24.0
BARDWELL-TX,646.0,785.0
BARGERSVILLE-IN,5928.0,218.0
BARHAMSVILLE-VA,1429.0,66.0
BARING-MO,532.0,6.0
BARING-WA,294.0,1.0
BARK RIVER-MI,3390.0,16.0
BARKER-NY,2362.0,73.0
BARKHAMSTED-CT,3285.0,111.0
BARKSDALE-TX,258.0,1.0
BARLING-AR,4735.0,631.0
BARLOW-KY,1490.0,33.0
BARNARD-KS,246.0,2.0
BARNARD-MO,761.0,10.0
BARNARD-SD,63.0,9.0
BARNARD-VT,218.0,22.0
BARNARDSVILLE-NC,2225.0,42.0
BARNEGAT LIGHT-NJ,518.0,800.0
BARNEGAT-NJ,22448.0,474.0
BARNES CITY-IA,285.0,10.0
BARNES-KS,298.0,4.0
BARNESTON-NE,121.0,66.0
BARNESVILLE-GA,13493.0,108.0
BARNESVILLE-MD,259.0,96.0
BARNESVILLE-MN,3696.0,17.0
BARNESVILLE-OH,7487.0,82.0
BARNESVILLE-PA,2078.0,87.0
BARNET-VT,1269.0,36.0
BARNETT-MO,2374.0,30.0
BARNEVELD-NY,1684.0,97.0
BARNEVELD-WI,2196.0,35.0
BARNEY-GA,1171.0,20.0
BARNEY-ND,229.0,4.0
BARNHART-MO,9973.0,350.0
BARNHART-TX,156.0,1.0
BARNHILL-IL,142.0,12.0
BARNSDALL-OK,2333.0,16.0
BARNSTABLE-MA,1850.0,461.0
BARNSTEAD-NH,960.0,69.0
BARNUM-IA,381.0,12.0
BARNUM-MN,3440.0,22.0
BARNWELL-SC,11864.0,43.0
BARODA-MI,3104.0,142.0
BARRACKVILLE-WV,1269.0,2078.0
BARRE-MA,5079.0,115.0
BARRE-VT,17169.0,317.0
BARREN SPRINGS-VA,884.0,124.0
BARRETT-MN,757.0,11.0
BARRINGTON-IL,44095.0,598.0
BARRINGTON-NH,8512.0,184.0
BARRINGTON-NJ,5250.0,4057.0
BARRINGTON-RI,16310.0,1985.0
BARRON-WI,5728.0,62.0
BARRONETT-WI,601.0,11.0
BARROW-AK,4213.0,203.0
BARRY-IL,2162.0,23.0
BARRY-MN,13.0,58.0
BARRY-TX,1322.0,22.0
BARRYTON-MI,2264.0,49.0
BARRYTOWN-NY,167.0,120.0
BARRYVILLE-NY,1207.0,70.0
BARSTOW-CA,31894.0,128.0
BARSTOW-IL,193.0,129.0
BARSTOW-TX,397.0,21.0
BARTELSO-IL,1481.0,32.0
BARTLESVILLE-OK,39999.0,203.5
BARTLETT-IL,41928.0,2186.0
BARTLETT-KS,207.0,9.0
BARTLETT-NE,275.0,2.0
BARTLETT-NH,824.0,14.0
BARTLETT-TX,3317.0,42.0
BARTLEY-NE,397.0,4.0
BARTLEY-WV,511.0,40.0
BARTO-PA,4998.0,222.0
BARTON CITY-MI,535.0,6.0
BARTON-MD,1265.0,55.0
BARTON-NY,2287.0,63.0
BARTON-OH,237.0,613.0
BARTON-VT,1873.0,48.0
BARTONSVILLE-PA,1711.0,624.0
BARTOW-FL,27542.0,217.0
BARTOW-GA,1575.0,13.0
BARTOW-WV,346.0,5.0
BARWICK-GA,455.0,98.0
BASALT-CO,5914.0,27.0
BASALT-ID,338.0,842.0
BASCO-IL,389.0,9.0
BASCOM-FL,1264.0,19.0
BASCOM-OH,293.0,918.0
BASEHOR-KS,5614.0,247.0
BASILE-LA,3838.0,52.0
BASIN-MT,237.0,1.0
BASIN-WY,1760.0,10.0
BASKERVILLE-VA,1220.0,37.0
BASKIN-LA,1288.0,21.0
BASKING RIDGE-NJ,26747.0,1150.0
BASOM-NY,1751.0,43.0
BASS HARBOR-ME,490.0,171.0
BASS LAKE-CA,674.0,5.0
BASSETT-NE,1224.0,2.0
BASSETT-VA,13674.0,157.0
BASSFIELD-MS,2936.0,45.0
BASTIAN-VA,1560.0,18.0
BASTROP-LA,23266.0,63.0
BASTROP-TX,25160.0,130.0
BASYE-VA,863.0,35.0
BATAVIA-IA,1215.0,14.0
BATAVIA-IL,28897.0,1115.0
BATAVIA-NY,23306.0,337.0
BATAVIA-OH,31485.0,365.0
BATCHELOR-LA,1433.0,8.0
BATCHTOWN-IL,648.0,22.0
BATES CITY-MO,3106.0,99.0
BATES-OR,38.0,0.0
BATESBURG-SC,9565.0,66.0
BATESLAND-SD,486.0,3.0
BATESVILLE-AR,25099.0,83.0
BATESVILLE-IN,11727.0,113.0
BATESVILLE-MS,16127.0,61.0
BATESVILLE-TX,1207.0,2.0
BATH SPRINGS-TN,786.0,13.0
BATH-IL,762.0,13.0
BATH-IN,306.0,28.0
BATH-ME,10818.0,376.0
BATH-MI,5178.0,210.0
BATH-NC,2225.0,53.0
BATH-NH,911.0,27.0
BATH-NY,12356.0,102.0
BATH-PA,11387.0,341.0
BATH-SC,1033.0,1049.0
BATH-SD,620.0,10.0
BATHGATE-ND,153.0,2.0
BATON ROUGE-LA,377561.0,1944.0
BATSON-TX,1191.0,29.0
BATTERY PARK-VA,71.0,390.0
BATTIEST-OK,286.0,18.0
BATTLE CREEK-IA,1075.0,13.0
BATTLE CREEK-MI,92270.0,679.5
BATTLE CREEK-NE,1446.0,26.0
BATTLE GROUND-IN,2414.0,85.0
BATTLE GROUND-WA,34232.0,473.0
BATTLE LAKE-MN,2892.0,29.0
